id,Category,blouse_pattern,border,border_width,occassion,ornamentation,pallu_details,transparency
21258,Sarees,same as border,zari,big border,party,,zari woven,yes
21259,Sarees,same as saree,woven design,big border,daily,,same as saree,no
21272,Sarees,same as border,temple border,small border,party,,zari woven,no
21275,Sarees,same as border,zari,big border,traditional,,zari woven,no
21282,Sarees,default,zari,big border,traditional,,zari woven,no
21286,Sarees,same as saree,woven design,,party,jacquard,woven design,no
21292,Sarees,same as border,default,big border,daily,,same as saree,no
21297,Sarees,same as saree,woven design,big border,traditional,,same as saree,no
21300,Sarees,same as saree,woven design,big border,wedding,,same as saree,no
21307,Sarees,default,woven design,small border,traditional,,same as saree,no
21309,Sarees,same as border,woven design,small border,traditional,,same as saree,no
21311,Sarees,same as saree,zari,big border,party,,same as saree,no
21314,Sarees,same as saree,zari,no border,daily,,zari woven,no
21315,Sarees,same as border,temple border,big border,party,,zari woven,no
21316,Sarees,same as border,woven design,big border,daily,,zari woven,no
21318,Sarees,same as saree,temple border,big border,party,,zari woven,yes
21325,Sarees,same as saree,temple border,small border,party,,same as saree,no
21326,Sarees,same as border,zari,big border,party,,same as saree,no
21328,Sarees,default,default,big border,party,,zari woven,no
21331,Sarees,default,woven design,big border,traditional,,same as saree,no
21342,Sarees,same as border,zari,big border,party,,zari woven,yes
21346,Sarees,same as saree,default,big border,daily,,same as saree,no
21353,Sarees,,default,small border,party,default,same as saree,no
21358,Sarees,same as saree,woven design,big border,traditional,,same as saree,no
21360,Sarees,default,zari,small border,traditional,,same as saree,no
21368,Sarees,same as saree,woven design,big border,wedding,,same as saree,no
21380,Sarees,same as saree,zari,big border,traditional,,same as saree,no
21405,Sarees,same as border,temple border,big border,party,,zari woven,yes
21406,Sarees,same as border,woven design,big border,traditional,,same as saree,no
21419,Sarees,same as border,zari,big border,party,,zari woven,no
21420,Sarees,same as border,woven design,big border,daily,,zari woven,no
21428,Sarees,same as saree,zari,big border,wedding,,zari woven,no
21432,Sarees,solid,zari,big border,party,,default,no
21434,Sarees,same as border,zari,small border,traditional,,zari woven,no
21437,Sarees,same as saree,zari,big border,party,,zari woven,no
21447,Sarees,same as border,temple border,big border,party,,zari woven,yes
21466,Sarees,same as border,temple border,big border,party,,zari woven,no
21482,Sarees,same as border,no border,small border,party,,zari woven,no
21489,Sarees,same as saree,woven design,big border,traditional,,same as saree,no
21498,Sarees,same as border,zari,small border,traditional,,default,no
21503,Sarees,same as saree,temple border,big border,party,,zari woven,no
21518,Sarees,default,woven design,small border,traditional,,same as saree,no
21534,Sarees,same as saree,woven design,big border,party,,same as saree,no
21535,Sarees,same as saree,woven design,big border,traditional,,same as saree,no
21542,Sarees,same as saree,woven design,,party,jacquard,woven design,no
21548,Sarees,same as saree,woven design,,party,jacquard,woven design,no
21551,Sarees,default,default,small border,traditional,,same as saree,no
21563,Sarees,same as saree,temple border,big border,daily,,zari woven,yes
21564,Sarees,default,zari,big border,party,,same as saree,no
21570,Sarees,default,woven design,big border,traditional,,zari woven,no
21572,Sarees,same as saree,woven design,big border,wedding,,same as saree,no
21578,Sarees,same as border,temple border,big border,daily,,zari woven,no
21595,Sarees,same as saree,woven design,big border,traditional,,same as saree,no
21602,Sarees,same as saree,woven design,big border,wedding,,same as saree,no
21618,Sarees,same as saree,woven design,big border,traditional,,same as saree,no
21627,Sarees,same as border,temple border,big border,party,,zari woven,yes
21636,Sarees,default,default,small border,party,default,,no
21645,Sarees,solid,zari,,party,tassels and latkans,same as saree,yes
21651,Sarees,same as border,zari,big border,party,,zari woven,yes
21653,Sarees,default,no border,no border,party,,zari woven,no
21660,Sarees,same as saree,temple border,big border,party,,zari woven,no
21667,Sarees,same as saree,woven design,big border,traditional,,same as saree,no
21673,Sarees,same as border,temple border,big border,party,,zari woven,no
21687,Sarees,same as border,zari,big border,daily,,zari woven,no
21690,Sarees,same as border,default,big border,traditional,,same as saree,no
21692,Sarees,same as saree,zari,big border,daily,,zari woven,no
21693,Sarees,same as border,temple border,big border,party,,zari woven,yes
21697,Sarees,same as border,woven design,big border,daily,,same as saree,no
21708,Sarees,same as border,temple border,big border,party,,zari woven,no
21717,Sarees,same as border,temple border,big border,party,,zari woven,no
21720,Sarees,same as saree,zari,big border,party,,zari woven,no
21724,Sarees,same as saree,solid,small border,traditional,,same as saree,no
21727,Sarees,same as saree,woven design,,party,jacquard,woven design,no
21734,Sarees,default,default,big border,party,,zari woven,no
21738,Sarees,solid,temple border,big border,party,,zari woven,no
21747,Sarees,same as border,temple border,big border,party,,zari woven,yes
21752,Sarees,same as saree,woven design,big border,traditional,,same as saree,no
21765,Sarees,same as saree,woven design,big border,wedding,,same as saree,no
21775,Sarees,default,woven design,big border,party,,same as saree,no
21785,Sarees,same as saree,woven design,,party,jacquard,woven design,no
21795,Sarees,same as border,temple border,big border,daily,,zari woven,no
21802,Sarees,same as border,temple border,big border,party,,zari woven,no
21813,Sarees,same as border,temple border,big border,party,,zari woven,no
21822,Sarees,same as border,zari,big border,party,,zari woven,yes
21825,Sarees,same as border,zari,big border,party,,zari woven,yes
21833,Sarees,same as border,woven design,small border,wedding,,zari woven,no
21834,Sarees,same as saree,zari,big border,party,,zari woven,yes
21836,Sarees,same as border,woven design,big border,wedding,,zari woven,no
21840,Sarees,default,default,big border,daily,,zari woven,no
21845,Sarees,default,default,big border,party,,same as saree,no
21851,Sarees,same as border,zari,small border,party,,zari woven,yes
21854,Sarees,default,no border,no border,party,,same as saree,no
21858,Sarees,same as saree,temple border,big border,party,,zari woven,no
21866,Sarees,same as border,temple border,big border,party,,zari woven,no
21868,Sarees,same as saree,zari,big border,party,,default,no
21870,Sarees,default,zari,big border,party,,zari woven,no
21879,Sarees,same as border,zari,big border,party,,zari woven,yes
21889,Sarees,same as saree,woven design,big border,traditional,,same as saree,no
21891,Sarees,same as saree,default,big border,traditional,,zari woven,no
21906,Sarees,default,zari,big border,traditional,,zari woven,no
21914,Sarees,same as border,temple border,big border,party,,zari woven,no
21915,Sarees,same as saree,woven design,big border,traditional,,same as saree,no
21941,Sarees,same as border,zari,big border,party,,zari woven,no
21954,Sarees,default,no border,no border,party,,zari woven,no
21955,Sarees,same as border,zari,big border,party,,zari woven,no
21959,Sarees,same as saree,zari,big border,party,,zari woven,no
21969,Sarees,same as saree,zari,small border,traditional,,zari woven,no
21971,Sarees,same as border,zari,big border,traditional,,zari woven,no
21974,Sarees,same as saree,woven design,big border,wedding,,same as saree,no
21975,Sarees,default,zari,small border,party,,same as saree,no
21984,Sarees,same as saree,temple border,big border,party,,zari woven,yes
21987,Sarees,same as border,no border,small border,party,,zari woven,no
21988,Sarees,same as saree,temple border,small border,daily,,same as saree,yes
21997,Sarees,same as border,temple border,big border,party,,zari woven,no
21999,Sarees,same as saree,woven design,big border,wedding,,same as saree,no
22000,Sarees,default,woven design,big border,traditional,,same as saree,no
22004,Sarees,same as saree,woven design,big border,daily,,same as saree,no
22006,Sarees,same as saree,zari,big border,traditional,,same as saree,no
22010,Sarees,same as saree,temple border,big border,daily,,zari woven,no
22015,Sarees,same as saree,zari,small border,daily,,same as saree,no
22018,Sarees,same as saree,woven design,big border,traditional,,same as saree,no
22023,Sarees,same as border,temple border,big border,party,,zari woven,yes
22057,Sarees,same as saree,zari,big border,party,,zari woven,no
22060,Sarees,same as border,default,big border,wedding,,zari woven,no
22061,Sarees,default,no border,no border,party,,same as saree,no
22103,Sarees,same as saree,zari,big border,party,,zari woven,no
22123,Sarees,same as border,temple border,big border,party,,zari woven,no
22125,Sarees,default,no border,no border,party,,zari woven,no
22127,Sarees,default,zari,big border,traditional,,zari woven,no
22138,Sarees,same as saree,temple border,big border,daily,,zari woven,yes
22140,Sarees,same as border,default,small border,party,,same as saree,yes
22142,Sarees,same as border,temple border,big border,party,,zari woven,no
22149,Sarees,default,no border,no border,party,,zari woven,no
22150,Sarees,same as border,zari,big border,party,,zari woven,no
22168,Sarees,default,woven design,big border,traditional,,same as saree,no
22181,Sarees,same as saree,zari,big border,party,,zari woven,no
22189,Sarees,same as border,zari,big border,daily,,zari woven,no
22190,Sarees,same as saree,solid,small border,daily,default,,no
22193,Sarees,same as border,woven design,big border,party,,zari woven,no
22194,Sarees,same as saree,temple border,big border,party,,zari woven,yes
22204,Sarees,same as saree,woven design,big border,daily,,same as saree,no
22211,Sarees,same as border,temple border,big border,party,,zari woven,yes
22218,Sarees,same as border,woven design,small border,wedding,,same as saree,no
22223,Sarees,default,no border,no border,party,,zari woven,no
22229,Sarees,same as border,woven design,small border,traditional,,zari woven,no
22237,Sarees,same as saree,zari,big border,party,,zari woven,no
22239,Sarees,same as border,zari,small border,party,,same as saree,no
22240,Sarees,same as saree,woven design,big border,daily,,same as saree,no
22249,Sarees,same as saree,temple border,big border,party,,zari woven,no
22253,Sarees,same as saree,woven design,big border,wedding,,same as saree,no
22254,Sarees,same as saree,temple border,big border,party,,zari woven,yes
22272,Sarees,same as saree,zari,small border,party,,same as saree,no
22282,Sarees,,zari,big border,traditional,default,zari woven,no
22287,Sarees,same as saree,woven design,big border,traditional,,same as saree,no
22289,Sarees,same as border,temple border,big border,party,,zari woven,no
22291,Sarees,same as saree,zari,big border,party,,zari woven,no
22292,Sarees,same as border,temple border,big border,party,,zari woven,no
22294,Sarees,default,no border,no border,party,,zari woven,no
22297,Sarees,,default,big border,traditional,default,zari woven,no
22308,Sarees,same as border,default,big border,traditional,jacquard,,no
22311,Sarees,same as border,zari,small border,traditional,,zari woven,no
22312,Sarees,default,no border,no border,party,,same as saree,no
22316,Sarees,same as saree,woven design,big border,traditional,,same as saree,no
22322,Sarees,same as border,temple border,big border,party,,zari woven,yes
22342,Sarees,same as saree,woven design,,party,jacquard,woven design,no
22347,Sarees,same as saree,zari,small border,party,,same as saree,no
22354,Sarees,same as border,temple border,big border,party,,zari woven,yes
22369,Sarees,same as saree,zari,big border,party,,zari woven,no
22378,Sarees,default,zari,big border,traditional,,zari woven,no
22397,Sarees,default,woven design,small border,traditional,,same as saree,no
22401,Sarees,same as border,woven design,small border,party,,same as saree,no
22408,Sarees,same as saree,woven design,big border,party,,same as saree,no
22414,Sarees,solid,default,small border,party,,same as saree,no
22421,Sarees,same as saree,zari,big border,traditional,,same as saree,no
22425,Sarees,same as saree,temple border,big border,daily,,zari woven,no
22437,Sarees,same as border,zari,small border,traditional,,same as saree,no
22438,Sarees,same as saree,zari,big border,party,,zari woven,no
22450,Sarees,same as border,zari,big border,party,,same as saree,no
22451,Sarees,same as saree,temple border,small border,traditional,,same as saree,no
22458,Sarees,same as border,temple border,big border,party,,zari woven,no
22466,Sarees,same as saree,zari,big border,daily,,zari woven,no
22471,Sarees,default,no border,no border,party,,same as saree,no
22476,Sarees,same as saree,woven design,big border,daily,,same as saree,no
22477,Sarees,same as saree,solid,small border,daily,,same as saree,no
22486,Sarees,same as saree,zari,big border,party,,zari woven,no
22488,Sarees,same as border,zari,small border,party,,zari woven,no
22495,Sarees,same as saree,zari,small border,traditional,,zari woven,no
22519,Sarees,same as saree,zari,big border,traditional,,zari woven,no
22523,Sarees,same as border,zari,big border,party,,same as saree,no
22527,Sarees,default,zari,,party,tassels and latkans,same as saree,no
22529,Sarees,same as border,zari,big border,party,,zari woven,no
22531,Sarees,same as border,temple border,big border,party,,zari woven,no
22541,Sarees,same as saree,woven design,big border,wedding,,same as saree,no
22547,Sarees,same as saree,woven design,big border,traditional,,same as saree,no
22548,Sarees,same as saree,woven design,,party,jacquard,woven design,no
22574,Sarees,solid,temple border,big border,party,,zari woven,no
22576,Sarees,same as saree,woven design,big border,daily,,same as saree,no
22579,Sarees,default,zari,big border,traditional,,zari woven,no
22585,Sarees,same as saree,zari,big border,daily,,zari woven,no
22591,Sarees,same as saree,woven design,,party,jacquard,woven design,no
22597,Sarees,same as saree,temple border,big border,daily,,zari woven,yes
22627,Sarees,solid,no border,no border,party,,same as saree,no
22635,Sarees,default,no border,no border,party,,zari woven,no
22636,Sarees,same as border,temple border,big border,party,,zari woven,no
22647,Sarees,same as border,temple border,big border,party,,zari woven,no
22655,Sarees,default,no border,no border,party,,same as saree,no
22659,Sarees,same as saree,woven design,big border,traditional,,same as saree,no
22661,Sarees,same as border,zari,small border,party,,zari woven,no
22680,Sarees,same as border,woven design,small border,traditional,,same as saree,no
22685,Sarees,same as border,temple border,big border,party,,zari woven,no
22686,Sarees,,no border,no border,traditional,jacquard,zari woven,no
22688,Sarees,same as border,temple border,big border,daily,,zari woven,no
22695,Sarees,same as saree,zari,big border,party,,zari woven,no
22703,Sarees,same as saree,temple border,big border,daily,,zari woven,no
22708,Sarees,default,woven design,big border,traditional,,zari woven,no
22714,Sarees,default,zari,big border,party,,zari woven,no
22716,Sarees,default,no border,no border,party,,zari woven,no
22730,Sarees,same as saree,woven design,big border,traditional,,same as saree,no
22738,Sarees,same as saree,woven design,,party,jacquard,woven design,no
22750,Sarees,default,no border,no border,party,,same as saree,no
22757,Sarees,same as border,zari,small border,traditional,,zari woven,no
22768,Sarees,same as saree,temple border,small border,party,,zari woven,no
22774,Sarees,same as border,zari,big border,daily,,zari woven,no
22780,Sarees,same as border,zari,big border,party,,zari woven,yes
22787,Sarees,same as border,temple border,big border,party,,zari woven,yes
22789,Sarees,same as border,temple border,big border,party,,zari woven,no
22796,Sarees,same as saree,woven design,small border,party,,same as saree,no
22799,Sarees,same as saree,woven design,big border,daily,,same as saree,no
22800,Sarees,same as border,temple border,big border,party,,zari woven,no
22801,Sarees,same as saree,zari,big border,party,,default,no
22810,Sarees,same as border,woven design,big border,traditional,,zari woven,no
22814,Sarees,same as saree,zari,big border,party,,zari woven,no
22820,Sarees,same as saree,woven design,big border,traditional,,same as saree,no
22835,Sarees,same as saree,zari,small border,party,,zari woven,no
22838,Sarees,same as saree,woven design,big border,wedding,,same as saree,no
22843,Sarees,same as saree,zari,small border,party,,zari woven,no
22864,Sarees,same as border,default,big border,traditional,,zari woven,no
22867,Sarees,default,no border,no border,party,,zari woven,no
22870,Sarees,default,zari,small border,party,,same as saree,no
22871,Sarees,same as border,woven design,big border,daily,,same as saree,no
22877,Sarees,same as border,zari,small border,party,,zari woven,no
22884,Sarees,solid,zari,big border,party,,zari woven,yes
22895,Sarees,same as saree,woven design,,party,jacquard,woven design,no
22911,Sarees,same as border,zari,big border,daily,,default,no
22914,Sarees,same as saree,zari,big border,traditional,,same as saree,no
22924,Sarees,same as border,default,big border,party,,zari woven,no
22954,Sarees,same as saree,zari,small border,traditional,,same as saree,no
22955,Sarees,same as saree,woven design,big border,wedding,,same as saree,no
22980,Sarees,same as saree,temple border,big border,party,,zari woven,yes
22993,Sarees,same as saree,solid,small border,traditional,,same as saree,no
22994,Sarees,same as saree,zari,big border,daily,,same as saree,no
23002,Sarees,same as border,temple border,big border,party,,zari woven,no
23008,Sarees,same as saree,zari,small border,traditional,,same as saree,no
23011,Sarees,same as saree,woven design,big border,traditional,,same as saree,no
23015,Sarees,solid,temple border,big border,party,,zari woven,no
23025,Sarees,same as border,zari,big border,party,,zari woven,yes
23029,Sarees,same as border,default,small border,party,,same as saree,no
23030,Sarees,default,woven design,big border,traditional,,zari woven,no
23032,Sarees,same as saree,woven design,big border,daily,,same as saree,no
23046,Sarees,same as border,zari,big border,traditional,,zari woven,no
23056,Sarees,default,default,big border,party,,zari woven,no
23058,Sarees,same as border,temple border,big border,party,,zari woven,yes
23059,Sarees,same as saree,woven design,big border,daily,,same as saree,no
23061,Sarees,same as border,temple border,big border,party,,zari woven,no
23069,Sarees,same as saree,temple border,big border,party,,zari woven,yes
23070,Sarees,same as saree,woven design,big border,traditional,,zari woven,no
23072,Sarees,same as saree,woven design,,party,jacquard,woven design,no
23075,Sarees,same as border,temple border,big border,traditional,,zari woven,no
23078,Sarees,same as saree,default,big border,daily,,same as saree,no
23080,Sarees,same as saree,woven design,,party,jacquard,woven design,no
23081,Sarees,same as saree,zari,small border,party,,same as saree,no
23082,Sarees,same as border,zari,big border,party,,zari woven,yes
23086,Sarees,default,no border,no border,party,,zari woven,no
23090,Sarees,same as saree,zari,big border,party,,zari woven,no
23101,Sarees,,woven design,big border,wedding,jacquard,default,no
23102,Sarees,same as saree,woven design,big border,party,,same as saree,no
23106,Sarees,same as saree,woven design,big border,traditional,,same as saree,no
23109,Sarees,same as border,woven design,big border,wedding,,same as saree,no
23112,Sarees,,woven design,small border,traditional,default,same as saree,no
23116,Sarees,same as saree,zari,big border,party,,zari woven,no
23121,Sarees,same as border,default,big border,traditional,,zari woven,no
23143,Sarees,default,no border,no border,party,,zari woven,no
23146,Sarees,same as border,woven design,small border,wedding,,same as saree,no
23153,Sarees,solid,zari,big border,daily,,zari woven,no
23156,Sarees,same as border,temple border,big border,party,,zari woven,no
23166,Sarees,same as border,woven design,big border,traditional,,same as saree,no
23169,Sarees,same as saree,no border,no border,daily,,same as saree,no
23174,Sarees,same as saree,zari,big border,traditional,,same as saree,no
23176,Sarees,same as saree,woven design,big border,traditional,,same as saree,no
23201,Sarees,,woven design,small border,party,default,zari woven,no
23206,Sarees,same as saree,zari,big border,party,,zari woven,no
23211,Sarees,same as border,temple border,big border,party,,zari woven,no
23212,Sarees,same as border,temple border,big border,party,,zari woven,yes
23216,Sarees,same as saree,woven design,big border,party,,same as saree,no
23226,Sarees,same as border,zari,big border,traditional,,zari woven,no
23228,Sarees,same as border,temple border,big border,party,,zari woven,yes
23229,Sarees,same as border,woven design,big border,party,,same as saree,no
23231,Sarees,default,default,big border,daily,,same as saree,no
23237,Sarees,same as saree,zari,small border,party,jacquard,,no
23240,Sarees,same as saree,woven design,big border,traditional,,same as saree,no
23243,Sarees,same as saree,zari,big border,party,,zari woven,no
23250,Sarees,same as saree,solid,small border,daily,,same as saree,no
23252,Sarees,same as saree,woven design,big border,traditional,,same as saree,no
23259,Sarees,same as border,temple border,big border,party,,zari woven,yes
23260,Sarees,same as border,zari,big border,party,,zari woven,no
23267,Sarees,same as border,temple border,big border,party,,zari woven,yes
23269,Sarees,same as saree,default,small border,,default,same as saree,no
23285,Sarees,same as saree,zari,small border,party,,same as saree,no
23292,Sarees,solid,zari,big border,party,,default,no
23307,Sarees,same as saree,temple border,small border,party,,zari woven,yes
23322,Sarees,default,zari,big border,traditional,,zari woven,no
23324,Sarees,default,default,small border,wedding,,same as saree,no
23325,Sarees,default,zari,big border,party,,zari woven,no
23328,Sarees,default,no border,no border,party,,zari woven,no
23334,Sarees,same as border,default,big border,party,,zari woven,no
23335,Sarees,same as border,temple border,big border,party,,zari woven,no
23337,Sarees,same as saree,woven design,big border,party,,same as saree,no
23352,Sarees,same as border,temple border,big border,party,,zari woven,no
23353,Sarees,default,no border,no border,party,,same as saree,no
23362,Sarees,same as saree,temple border,big border,party,,zari woven,yes
23374,Sarees,same as border,temple border,big border,party,,zari woven,yes
23378,Sarees,same as border,zari,big border,party,,zari woven,yes
23382,Sarees,same as border,zari,big border,party,,zari woven,no
23405,Sarees,same as saree,zari,small border,traditional,,zari woven,no
23407,Sarees,default,no border,no border,party,,zari woven,no
23415,Sarees,default,zari,big border,traditional,,zari woven,no
23431,Sarees,same as saree,woven design,big border,traditional,,same as saree,no
23433,Sarees,same as border,woven design,small border,traditional,,same as saree,no
23434,Sarees,same as border,zari,big border,party,,zari woven,yes
23437,Sarees,same as saree,woven design,,party,jacquard,woven design,no
23442,Sarees,same as saree,zari,big border,party,,same as saree,no
23443,Sarees,same as border,default,small border,party,,same as saree,no
23445,Sarees,same as saree,woven design,big border,daily,,same as saree,no
23446,Sarees,same as border,woven design,small border,wedding,,same as saree,no
23448,Sarees,same as border,default,big border,party,,same as saree,no
23450,Sarees,same as saree,woven design,big border,daily,,same as saree,no
23453,Sarees,same as saree,zari,small border,party,,same as saree,no
23456,Sarees,same as saree,woven design,,party,jacquard,woven design,no
23459,Sarees,same as border,zari,small border,party,,same as saree,no
23465,Sarees,same as border,temple border,big border,party,,zari woven,no
23468,Sarees,same as border,zari,small border,party,,zari woven,no
23487,Sarees,same as saree,woven design,big border,traditional,,same as saree,no
23493,Sarees,same as border,zari,big border,party,,zari woven,no
23495,Sarees,,zari,big border,traditional,tassels and latkans,zari woven,no
23502,Sarees,default,no border,no border,party,,zari woven,no
23504,Sarees,default,default,big border,daily,,same as saree,no
23508,Sarees,same as saree,temple border,big border,party,,zari woven,no
23509,Sarees,same as saree,woven design,big border,daily,,same as saree,no
23533,Sarees,same as saree,zari,big border,party,,zari woven,no
23534,Sarees,default,zari,big border,party,,zari woven,no
23535,Sarees,same as border,temple border,big border,party,,zari woven,no
23555,Sarees,same as saree,temple border,big border,daily,,zari woven,no
23561,Sarees,same as saree,woven design,big border,daily,,same as saree,no
23574,Sarees,same as saree,zari,big border,traditional,,same as saree,no
23583,Sarees,same as border,woven design,small border,daily,,same as saree,no
23585,Sarees,same as border,woven design,small border,daily,,same as saree,no
23587,Sarees,default,woven design,small border,traditional,,same as saree,no
23588,Sarees,same as border,zari,big border,daily,,zari woven,no
23590,Sarees,same as saree,woven design,,party,jacquard,woven design,no
23614,Sarees,same as saree,zari,big border,daily,,zari woven,no
23619,Sarees,same as border,temple border,small border,party,,zari woven,yes
23624,Sarees,same as saree,woven design,big border,traditional,,same as saree,no
23629,Sarees,same as saree,woven design,big border,traditional,,same as saree,no
23636,Sarees,same as saree,woven design,,party,jacquard,woven design,no
23637,Sarees,default,no border,no border,party,,zari woven,no
23639,Sarees,same as border,temple border,big border,daily,,zari woven,no
23640,Sarees,same as saree,woven design,big border,traditional,,same as saree,no
23641,Sarees,same as border,temple border,small border,party,,zari woven,yes
23643,Sarees,same as border,woven design,small border,traditional,,same as saree,no
23648,Sarees,same as saree,zari,small border,party,,same as saree,no
23650,Sarees,same as saree,solid,small border,party,,same as saree,no
23653,Sarees,same as border,zari,big border,party,,zari woven,no
23667,Sarees,same as border,woven design,big border,traditional,,zari woven,no
23671,Sarees,solid,zari,big border,party,,zari woven,no
23682,Sarees,same as border,temple border,big border,party,,zari woven,no
23685,Sarees,default,solid,small border,daily,,default,no
23687,Sarees,same as saree,zari,small border,wedding,,zari woven,no
23691,Sarees,,no border,no border,traditional,jacquard,zari woven,no
23692,Sarees,same as saree,woven design,big border,daily,,same as saree,no
23696,Sarees,same as saree,zari,big border,party,,zari woven,no
23698,Sarees,same as saree,zari,small border,traditional,,zari woven,no
23699,Sarees,same as border,woven design,big border,daily,,same as saree,no
23706,Sarees,same as border,default,big border,traditional,,zari woven,no
23717,Sarees,same as border,zari,big border,party,,zari woven,no
23742,Sarees,same as saree,zari,small border,party,,same as saree,no
23748,Sarees,default,no border,no border,party,,same as saree,no
23749,Sarees,same as border,zari,big border,party,,default,no
23754,Sarees,same as border,woven design,big border,daily,,woven design,no
23766,Sarees,same as saree,woven design,big border,wedding,,same as saree,no
23772,Sarees,same as border,woven design,small border,wedding,,same as saree,no
23782,Sarees,same as border,zari,big border,party,,zari woven,yes
23798,Sarees,same as saree,zari,no border,daily,,zari woven,no
23809,Sarees,same as saree,zari,big border,party,,zari woven,no
23820,Sarees,same as saree,woven design,big border,daily,,same as saree,no
23835,Sarees,same as border,woven design,big border,traditional,,zari woven,no
23840,Sarees,same as border,woven design,small border,party,,same as saree,no
23842,Sarees,same as saree,zari,big border,party,,zari woven,no
23846,Sarees,same as saree,temple border,big border,daily,,zari woven,yes
23854,Sarees,same as saree,woven design,big border,traditional,,same as saree,no
23862,Sarees,same as border,temple border,big border,party,,zari woven,no
23875,Sarees,same as saree,zari,big border,party,,zari woven,yes
23890,Sarees,default,zari,big border,party,,zari woven,no
23891,Sarees,same as saree,woven design,big border,daily,,same as saree,no
23916,Sarees,same as saree,woven design,small border,party,,same as saree,no
23927,Sarees,same as border,temple border,big border,party,,zari woven,no
23928,Sarees,same as saree,temple border,big border,daily,,zari woven,yes
23937,Sarees,same as saree,temple border,big border,daily,,zari woven,yes
23938,Sarees,default,no border,no border,party,,zari woven,no
23943,Sarees,default,woven design,big border,traditional,,same as saree,no
23958,Sarees,default,no border,no border,party,,same as saree,no
23971,Sarees,same as saree,woven design,big border,daily,,same as saree,no
23973,Sarees,default,woven design,big border,daily,,same as saree,no
23976,Sarees,same as saree,zari,small border,party,,same as saree,no
23988,Sarees,same as border,zari,big border,party,,zari woven,no
24016,Sarees,same as saree,temple border,big border,party,,zari woven,no
24040,Sarees,same as saree,woven design,,party,jacquard,woven design,no
24044,Sarees,,woven design,big border,party,jacquard,woven design,no
24050,Sarees,same as saree,solid,small border,daily,,same as saree,no
24054,Sarees,same as saree,woven design,big border,traditional,,same as saree,no
24062,Sarees,solid,default,small border,party,default,,no
24094,Sarees,same as saree,zari,big border,traditional,,same as saree,no
24095,Sarees,default,zari,big border,party,,zari woven,no
24096,Sarees,default,no border,no border,party,,zari woven,no
24099,Sarees,default,no border,no border,party,,zari woven,no
24109,Sarees,same as saree,solid,small border,traditional,,same as saree,no
24114,Sarees,same as border,zari,big border,party,,zari woven,no
24115,Sarees,same as saree,woven design,big border,traditional,,same as saree,no
24128,Sarees,default,zari,big border,traditional,,zari woven,no
24140,Sarees,same as border,temple border,big border,party,,zari woven,no
24143,Sarees,same as saree,woven design,big border,wedding,,same as saree,no
24159,Sarees,same as border,zari,big border,party,,zari woven,no
24164,Sarees,same as border,zari,big border,party,,zari woven,yes
24170,Sarees,same as saree,zari,small border,party,,same as saree,no
24175,Sarees,default,zari,small border,traditional,,same as saree,no
24184,Sarees,default,woven design,big border,traditional,,same as saree,no
24186,Sarees,same as saree,woven design,big border,traditional,,zari woven,no
24190,Sarees,same as saree,woven design,,party,jacquard,woven design,no
24200,Sarees,same as saree,woven design,big border,daily,,same as saree,no
24203,Sarees,same as border,woven design,big border,traditional,,same as saree,no
24208,Sarees,same as saree,zari,big border,daily,,same as saree,no
24214,Sarees,same as border,temple border,big border,party,,zari woven,yes
24217,Sarees,same as border,zari,big border,traditional,,same as saree,no
24218,Sarees,same as border,temple border,big border,party,,zari woven,yes
24230,Sarees,same as border,zari,big border,party,,zari woven,yes
24234,Sarees,same as border,zari,small border,daily,,same as saree,yes
24243,Sarees,same as border,zari,small border,traditional,,zari woven,no
24247,Sarees,same as saree,woven design,big border,wedding,,same as saree,no
24253,Sarees,same as saree,woven design,big border,wedding,,same as saree,no
24277,Sarees,same as border,woven design,small border,traditional,,same as saree,no
24278,Sarees,same as saree,default,big border,traditional,,same as saree,no
24280,Sarees,same as border,zari,big border,party,,zari woven,no
24284,Sarees,same as saree,woven design,big border,traditional,,same as saree,no
24288,Sarees,same as saree,woven design,big border,traditional,,same as saree,no
24289,Sarees,same as border,temple border,big border,party,,zari woven,no
24299,Sarees,same as saree,zari,small border,daily,,same as saree,no
24310,Sarees,same as saree,woven design,,party,jacquard,woven design,no
24327,Sarees,same as saree,temple border,big border,daily,,zari woven,yes
24330,Sarees,same as border,temple border,big border,party,,zari woven,no
24333,Sarees,default,zari,big border,traditional,,zari woven,no
24335,Sarees,same as border,zari,big border,traditional,,zari woven,no
24338,Sarees,same as border,default,big border,party,,zari woven,no
24341,Sarees,same as border,temple border,big border,party,,zari woven,no
24342,Sarees,solid,zari,big border,daily,,zari woven,no
24343,Sarees,same as saree,temple border,big border,daily,,zari woven,yes
24346,Sarees,same as border,woven design,small border,traditional,,same as saree,no
24348,Sarees,same as saree,solid,small border,daily,,same as saree,no
24349,Sarees,default,woven design,small border,traditional,,same as saree,no
24365,Sarees,same as saree,woven design,,party,jacquard,woven design,no
24367,Sarees,default,zari,big border,traditional,,zari woven,no
24372,Sarees,same as border,woven design,big border,traditional,,zari woven,no
24388,Sarees,same as border,temple border,big border,party,,zari woven,no
24398,Sarees,same as border,zari,big border,daily,,zari woven,yes
24402,Sarees,same as border,woven design,small border,traditional,,same as saree,no
24410,Sarees,same as saree,temple border,small border,party,,same as saree,no
