id,Category,blouse_pattern,border,border_width,occasion,ornamentation,pallu_details,transparency
24260,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
9750,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
17410,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
10579,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
19513,Sarees,same as saree,temple border,big border,daily,jacquard,zari woven,yes
8967,Sarees,same as saree,temple border,big border,daily,jacquard,zari woven,yes
11585,Sarees,same as saree,temple border,big border,daily,jacquard,zari woven,yes
9440,Sarees,same as saree,temple border,big border,daily,jacquard,zari woven,yes
24058,Sarees,same as saree,temple border,big border,daily,jacquard,zari woven,yes
14982,Sarees,same as saree,temple border,big border,daily,jacquard,zari woven,yes
22772,Sarees,same as saree,temple border,big border,daily,jacquard,zari woven,yes
13848,Sarees,same as saree,zari,big border,daily,tassels and latkans,same as saree,no
15085,Sarees,same as saree,zari,big border,daily,tassels and latkans,same as saree,no
23417,Sarees,same as saree,zari,big border,daily,tassels and latkans,same as saree,no
8995,Sarees,same as saree,zari,big border,daily,tassels and latkans,same as saree,no
22550,Sarees,same as saree,zari,big border,daily,tassels and latkans,same as saree,no
15923,Sarees,same as saree,zari,big border,daily,tassels and latkans,same as saree,no
8556,Sarees,same as saree,zari,big border,daily,tassels and latkans,zari woven,no
22898,Sarees,same as saree,zari,big border,daily,tassels and latkans,zari woven,no
24589,Sarees,same as saree,zari,big border,daily,tassels and latkans,zari woven,no
9257,Sarees,same as saree,zari,big border,daily,tassels and latkans,zari woven,no
22273,Sarees,same as saree,zari,big border,daily,tassels and latkans,zari woven,no
17238,Sarees,same as saree,zari,big border,daily,tassels and latkans,zari woven,no
8495,Sarees,same as border,zari,big border,daily,jacquard,zari woven,no
15499,Sarees,same as border,zari,big border,daily,jacquard,zari woven,no
8414,Sarees,same as border,zari,big border,daily,jacquard,zari woven,no
25174,Sarees,same as border,zari,big border,daily,jacquard,zari woven,no
13232,Sarees,same as border,zari,big border,daily,jacquard,zari woven,no
11440,Sarees,same as border,zari,big border,daily,jacquard,zari woven,no
12160,Sarees,same as border,default,small border,party,tassels and latkans,same as saree,no
13475,Sarees,same as border,default,small border,party,tassels and latkans,same as saree,no
10586,Sarees,same as border,default,small border,party,tassels and latkans,same as saree,no
16700,Sarees,same as border,default,small border,party,tassels and latkans,same as saree,no
18087,Sarees,same as border,default,small border,party,tassels and latkans,same as saree,no
10328,Sarees,same as border,default,small border,party,tassels and latkans,same as saree,no
17441,Sarees,same as saree,solid,big border,traditional,jacquard,same as saree,no
25321,Sarees,same as saree,solid,big border,traditional,jacquard,same as saree,no
20267,Sarees,same as saree,solid,big border,traditional,jacquard,same as saree,no
15361,Sarees,same as saree,solid,big border,traditional,jacquard,same as saree,no
19298,Sarees,same as saree,solid,big border,traditional,jacquard,same as saree,no
17300,Sarees,same as saree,solid,big border,traditional,jacquard,same as saree,no
25416,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,yes
11789,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,yes
25252,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,yes
11729,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,yes
22481,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,yes
11271,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,yes
7849,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,yes
22153,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,yes
17394,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,yes
12482,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,yes
11912,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,yes
15429,Sarees,same as saree,temple border,small border,party,jacquard,woven design,yes
17944,Sarees,same as saree,temple border,small border,party,jacquard,woven design,yes
19977,Sarees,same as saree,temple border,small border,party,jacquard,woven design,yes
15313,Sarees,same as saree,temple border,small border,party,jacquard,woven design,yes
20167,Sarees,same as saree,temple border,small border,party,jacquard,woven design,yes
11228,Sarees,same as saree,temple border,big border,daily,jacquard,zari woven,yes
22725,Sarees,same as saree,temple border,big border,daily,jacquard,zari woven,yes
16042,Sarees,same as saree,temple border,big border,daily,jacquard,zari woven,yes
22736,Sarees,same as saree,temple border,big border,daily,jacquard,zari woven,yes
10471,Sarees,same as saree,temple border,big border,daily,jacquard,zari woven,yes
15039,Sarees,solid,zari,big border,daily,jacquard,zari woven,no
20656,Sarees,solid,zari,big border,daily,jacquard,zari woven,no
24331,Sarees,solid,zari,big border,daily,jacquard,zari woven,no
10616,Sarees,solid,zari,big border,daily,jacquard,zari woven,no
9011,Sarees,solid,zari,big border,daily,jacquard,zari woven,no
15790,Sarees,same as saree,zari,big border,daily,tassels and latkans,zari woven,no
10342,Sarees,same as saree,zari,big border,daily,tassels and latkans,zari woven,no
23368,Sarees,same as saree,zari,big border,daily,tassels and latkans,zari woven,no
10945,Sarees,same as saree,zari,big border,daily,tassels and latkans,zari woven,no
16698,Sarees,same as saree,zari,big border,daily,tassels and latkans,zari woven,no
7619,Sarees,same as border,zari,big border,party,tassels and latkans,default,no
21177,Sarees,same as border,zari,big border,party,tassels and latkans,default,no
15355,Sarees,same as border,zari,big border,party,tassels and latkans,default,no
12208,Sarees,same as border,zari,big border,party,tassels and latkans,default,no
19503,Sarees,same as border,zari,big border,party,tassels and latkans,default,no
23950,Sarees,same as border,temple border,big border,party,jacquard,zari woven,no
13022,Sarees,same as border,temple border,big border,party,jacquard,zari woven,no
21179,Sarees,same as border,temple border,big border,party,jacquard,zari woven,no
19381,Sarees,same as border,temple border,big border,party,jacquard,zari woven,no
16843,Sarees,same as border,temple border,big border,party,jacquard,zari woven,no
11395,Sarees,same as border,zari,big border,party,tassels and latkans,zari woven,no
18635,Sarees,same as border,zari,big border,party,tassels and latkans,zari woven,no
7919,Sarees,same as border,zari,big border,party,tassels and latkans,zari woven,no
16775,Sarees,same as border,zari,big border,party,tassels and latkans,zari woven,no
21839,Sarees,same as border,zari,big border,daily,tassels and latkans,zari woven,no
19005,Sarees,same as border,zari,big border,daily,tassels and latkans,zari woven,no
17869,Sarees,same as border,zari,big border,daily,tassels and latkans,zari woven,no
13676,Sarees,same as border,zari,big border,daily,tassels and latkans,zari woven,no
18045,Sarees,same as saree,temple border,big border,daily,jacquard,zari woven,yes
7486,Sarees,same as saree,temple border,big border,daily,jacquard,zari woven,yes
18311,Sarees,same as saree,temple border,big border,daily,jacquard,zari woven,yes
23732,Sarees,same as saree,temple border,big border,daily,jacquard,zari woven,yes
21844,Sarees,same as saree,zari,small border,party,jacquard,woven design,yes
14158,Sarees,same as saree,zari,small border,party,jacquard,woven design,yes
14752,Sarees,same as saree,zari,small border,party,jacquard,woven design,yes
19418,Sarees,same as saree,zari,small border,party,jacquard,woven design,yes
12951,Sarees,same as saree,zari,big border,daily,tassels and latkans,default,no
16197,Sarees,same as saree,zari,big border,daily,tassels and latkans,default,no
12865,Sarees,same as saree,zari,big border,daily,tassels and latkans,default,no
19436,Sarees,same as saree,zari,big border,daily,tassels and latkans,default,no
23379,Sarees,same as saree,temple border,big border,party,jacquard,zari woven,yes
23738,Sarees,same as saree,temple border,big border,party,jacquard,zari woven,yes
13941,Sarees,same as saree,temple border,big border,party,jacquard,zari woven,yes
8803,Sarees,same as saree,temple border,big border,party,jacquard,zari woven,yes
14687,Sarees,same as border,zari,big border,daily,tassels and latkans,zari woven,no
12274,Sarees,same as border,zari,big border,daily,tassels and latkans,zari woven,no
11748,Sarees,same as border,zari,big border,daily,tassels and latkans,zari woven,no
24036,Sarees,same as border,zari,big border,daily,tassels and latkans,zari woven,no
22186,Sarees,same as border,default,small border,party,default,same as saree,no
11485,Sarees,same as border,default,small border,party,default,same as saree,no
13231,Sarees,same as border,default,small border,party,default,same as saree,no
18995,Sarees,same as border,default,small border,party,default,same as saree,no
10593,Sarees,same as saree,zari,big border,daily,tassels and latkans,default,no
20707,Sarees,same as saree,zari,big border,daily,tassels and latkans,default,no
21828,Sarees,same as saree,zari,big border,daily,tassels and latkans,default,no
10039,Sarees,same as saree,zari,big border,daily,tassels and latkans,default,no
25459,Sarees,same as saree,solid,small border,traditional,default,same as saree,no
10549,Sarees,same as saree,solid,small border,traditional,default,same as saree,no
12684,Sarees,same as saree,solid,small border,traditional,default,same as saree,no
10713,Sarees,same as saree,solid,small border,traditional,default,same as saree,no
16901,Sarees,same as saree,zari,small border,traditional,default,same as saree,no
9325,Sarees,same as saree,zari,small border,traditional,default,same as saree,no
23946,Sarees,same as saree,zari,small border,traditional,default,same as saree,no
9325,Sarees,same as saree,zari,small border,traditional,default,same as saree,no
12867,Sarees,same as border,default,small border,party,default,same as saree,no
13481,Sarees,same as border,default,small border,party,default,same as saree,no
19907,Sarees,same as border,default,small border,party,default,same as saree,no
12328,Sarees,same as border,default,small border,party,default,same as saree,no
16781,Sarees,default,zari,big border,traditional,jacquard,zari woven,no
12069,Sarees,default,zari,big border,traditional,jacquard,zari woven,no
12069,Sarees,default,zari,big border,traditional,jacquard,zari woven,no
9834,Sarees,default,zari,big border,traditional,jacquard,zari woven,no
22537,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,no
11754,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,no
22537,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,no
11546,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,no
10789,Sarees,default,zari,big border,traditional,jacquard,default,no
10188,Sarees,default,zari,big border,traditional,jacquard,default,no
10188,Sarees,default,zari,big border,traditional,jacquard,default,no
19270,Sarees,default,zari,big border,traditional,jacquard,default,no
14383,Sarees,default,zari,big border,traditional,jacquard,zari woven,no
9262,Sarees,default,zari,big border,traditional,jacquard,zari woven,no
9150,Sarees,default,zari,big border,traditional,jacquard,zari woven,no
22692,Sarees,default,zari,big border,traditional,jacquard,zari woven,no
13805,Sarees,same as saree,zari,big border,party,tassels and latkans,same as saree,no
21379,Sarees,same as saree,zari,big border,party,tassels and latkans,same as saree,no
13805,Sarees,same as saree,zari,big border,party,tassels and latkans,same as saree,no
18242,Sarees,same as saree,zari,big border,party,tassels and latkans,same as saree,no
14572,Sarees,same as saree,zari,small border,party,jacquard,same as saree,no
15644,Sarees,same as saree,zari,small border,party,jacquard,same as saree,no
14572,Sarees,same as saree,zari,small border,party,jacquard,same as saree,no
15644,Sarees,same as saree,zari,small border,party,jacquard,same as saree,no
12409,Sarees,same as border,zari,small border,daily,jacquard,zari woven,yes
17529,Sarees,same as border,zari,small border,daily,jacquard,zari woven,yes
20864,Sarees,same as border,zari,small border,daily,jacquard,zari woven,yes
20864,Sarees,same as border,zari,small border,daily,jacquard,zari woven,yes
17306,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
15334,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
20986,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
20986,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
8588,Sarees,same as saree,solid,big border,traditional,jacquard,woven design,no
13027,Sarees,same as saree,solid,big border,traditional,jacquard,woven design,no
13478,Sarees,same as saree,solid,big border,traditional,jacquard,woven design,no
8588,Sarees,same as saree,solid,big border,traditional,jacquard,woven design,no
20917,Sarees,same as saree,solid,small border,traditional,jacquard,woven design,yes
20917,Sarees,same as saree,solid,small border,traditional,jacquard,woven design,yes
18859,Sarees,same as saree,solid,small border,traditional,jacquard,woven design,yes
20917,Sarees,same as saree,solid,small border,traditional,jacquard,woven design,yes
8167,Sarees,same as saree,no border,small border,party,default,same as saree,no
8167,Sarees,same as saree,no border,small border,party,default,same as saree,no
8418,Sarees,same as saree,no border,small border,party,default,same as saree,no
21556,Sarees,same as saree,no border,small border,party,default,same as saree,no
16896,Sarees,same as saree,zari,big border,party,tassels and latkans,same as saree,no
16896,Sarees,same as saree,zari,big border,party,tassels and latkans,same as saree,no
14451,Sarees,same as saree,zari,big border,party,tassels and latkans,same as saree,no
18244,Sarees,same as saree,zari,small border,party,default,same as saree,no
18244,Sarees,same as saree,zari,small border,party,default,same as saree,no
8517,Sarees,same as saree,zari,small border,party,default,same as saree,no
18587,Sarees,same as border,zari,big border,traditional,jacquard,same as saree,no
19138,Sarees,same as border,zari,big border,traditional,jacquard,same as saree,no
10394,Sarees,same as border,zari,big border,traditional,jacquard,same as saree,no
14509,Sarees,same as saree,default,small border,party,default,same as saree,no
14509,Sarees,same as saree,default,small border,party,default,same as saree,no
11000,Sarees,same as saree,default,small border,party,default,same as saree,no
8090,Sarees,default,zari,big border,traditional,jacquard,default,no
24086,Sarees,default,zari,big border,traditional,jacquard,default,no
24086,Sarees,default,zari,big border,traditional,jacquard,default,no
11168,Sarees,same as saree,zari,small border,wedding,default,zari woven,no
17424,Sarees,same as saree,zari,small border,wedding,default,zari woven,no
11168,Sarees,same as saree,zari,small border,wedding,default,zari woven,no
15723,Sarees,default,zari,big border,wedding,jacquard,zari woven,no
14941,Sarees,default,zari,big border,wedding,jacquard,zari woven,no
14941,Sarees,default,zari,big border,wedding,jacquard,zari woven,no
15501,Sarees,same as border,zari,big border,daily,jacquard,zari woven,yes
7969,Sarees,same as border,zari,big border,daily,jacquard,zari woven,yes
15501,Sarees,same as border,zari,big border,daily,jacquard,zari woven,yes
15541,Sarees,same as saree,temple border,small border,party,jacquard,woven design,yes
15541,Sarees,same as saree,temple border,small border,party,jacquard,woven design,yes
12059,Sarees,same as saree,temple border,small border,party,jacquard,woven design,yes
7449,Sarees,same as saree,zari,big border,traditional,default,default,no
22383,Sarees,same as saree,zari,big border,traditional,default,default,no
22383,Sarees,same as saree,zari,big border,traditional,default,default,no
20677,Sarees,same as border,zari,big border,party,tassels and latkans,zari woven,no
20677,Sarees,same as border,zari,big border,party,tassels and latkans,zari woven,no
20677,Sarees,same as border,zari,big border,party,tassels and latkans,zari woven,no
15666,Sarees,same as saree,zari,small border,daily,default,default,no
15072,Sarees,same as saree,zari,small border,daily,default,default,no
15072,Sarees,same as saree,zari,small border,daily,default,default,no
16705,Sarees,same as saree,solid,small border,daily,default,default,no
15132,Sarees,same as saree,solid,small border,daily,default,default,no
16705,Sarees,same as saree,solid,small border,daily,default,default,no
17122,Sarees,default,zari,big border,traditional,jacquard,default,no
15425,Sarees,default,zari,big border,traditional,jacquard,default,no
24588,Sarees,default,zari,big border,traditional,jacquard,default,no
9114,Sarees,same as saree,zari,small border,party,default,woven design,no
9114,Sarees,same as saree,zari,small border,party,default,woven design,no
8499,Sarees,same as saree,zari,small border,party,default,woven design,no
14925,Sarees,same as saree,no border,small border,daily,default,default,no
11945,Sarees,same as saree,no border,small border,daily,default,default,no
11945,Sarees,same as saree,no border,small border,daily,default,default,no
14167,Sarees,same as saree,default,small border,party,default,default,no
14167,Sarees,same as saree,default,small border,party,default,default,no
14167,Sarees,same as saree,default,small border,party,default,default,no
8629,Sarees,same as saree,zari,small border,party,default,woven design,no
8629,Sarees,same as saree,zari,small border,party,default,woven design,no
20512,Sarees,same as saree,zari,small border,party,default,woven design,no
24619,Sarees,same as border,temple border,big border,party,jacquard,zari woven,no
24619,Sarees,same as border,temple border,big border,party,jacquard,zari woven,no
24619,Sarees,same as border,temple border,big border,party,jacquard,zari woven,no
9837,Sarees,same as saree,zari,big border,daily,tassels and latkans,zari woven,no
9837,Sarees,same as saree,zari,big border,daily,tassels and latkans,zari woven,no
9837,Sarees,same as saree,zari,big border,daily,tassels and latkans,zari woven,no
24326,Sarees,same as saree,woven design,small border,daily,default,same as saree,no
18131,Sarees,same as saree,woven design,small border,daily,default,same as saree,no
18686,Sarees,default,woven design,big border,wedding,jacquard,zari woven,no
13863,Sarees,default,woven design,big border,wedding,jacquard,zari woven,no
20574,Sarees,default,woven design,big border,daily,tassels and latkans,same as saree,no
25763,Sarees,default,woven design,big border,daily,tassels and latkans,same as saree,no
14337,Sarees,same as saree,zari,big border,daily,tassels and latkans,zari woven,no
14337,Sarees,same as saree,zari,big border,daily,tassels and latkans,zari woven,no
13362,Sarees,same as border,zari,big border,traditional,jacquard,zari woven,no
13362,Sarees,same as border,zari,big border,traditional,jacquard,zari woven,no
7527,Sarees,same as border,zari,small border,party,jacquard,zari woven,yes
7527,Sarees,same as border,zari,small border,party,jacquard,zari woven,yes
20623,Sarees,same as border,temple border,small border,daily,jacquard,zari woven,yes
20623,Sarees,same as border,temple border,small border,daily,jacquard,zari woven,yes
20869,Sarees,same as saree,zari,small border,traditional,default,zari woven,no
20869,Sarees,same as saree,zari,small border,traditional,default,zari woven,no
15105,Sarees,same as border,temple border,big border,party,jacquard,default,no
19350,Sarees,same as border,temple border,big border,party,jacquard,default,no
25453,Sarees,same as saree,temple border,big border,daily,jacquard,zari woven,no
15092,Sarees,same as saree,temple border,big border,daily,jacquard,zari woven,no
16284,Sarees,same as saree,zari,small border,party,jacquard,same as saree,yes
13545,Sarees,same as saree,zari,small border,party,jacquard,same as saree,yes
8850,Sarees,same as border,zari,big border,party,jacquard,zari woven,yes
8850,Sarees,same as border,zari,big border,party,jacquard,zari woven,yes
14622,Sarees,same as saree,zari,big border,traditional,default,default,no
16970,Sarees,same as saree,zari,big border,traditional,default,default,no
20796,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
19290,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
24220,Sarees,default,zari,big border,traditional,jacquard,default,no
20939,Sarees,default,zari,big border,traditional,jacquard,default,no
11893,Sarees,same as border,zari,big border,party,tassels and latkans,same as saree,no
11893,Sarees,same as border,zari,big border,party,tassels and latkans,same as saree,no
15995,Sarees,same as border,default,small border,party,default,same as saree,no
15995,Sarees,same as border,default,small border,party,default,same as saree,no
19251,Sarees,same as saree,default,big border,traditional,default,woven design,no
19251,Sarees,same as saree,default,big border,traditional,default,woven design,no
13620,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,yes
13620,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,yes
8986,Sarees,same as saree,zari,big border,daily,tassels and latkans,same as saree,no
16262,Sarees,same as saree,zari,big border,daily,tassels and latkans,same as saree,no
7966,Sarees,same as border,woven design,big border,daily,default,woven design,no
7966,Sarees,same as border,woven design,big border,daily,default,woven design,no
21160,Sarees,default,zari,big border,traditional,jacquard,same as saree,no
22809,Sarees,default,zari,big border,traditional,jacquard,same as saree,no
11563,Sarees,same as saree,zari,big border,party,tassels and latkans,same as saree,no
16762,Sarees,same as saree,zari,big border,party,tassels and latkans,same as saree,no
9789,Sarees,same as saree,solid,big border,traditional,default,same as saree,no
9789,Sarees,same as saree,solid,big border,traditional,default,same as saree,no
23773,Sarees,default,zari,big border,traditional,jacquard,default,no
23773,Sarees,default,zari,big border,traditional,jacquard,default,no
18385,Sarees,same as saree,woven design,small border,wedding,default,same as saree,no
18385,Sarees,same as saree,woven design,small border,wedding,default,same as saree,no
19013,Sarees,same as saree,woven design,big border,party,default,same as saree,no
25577,Sarees,same as saree,woven design,big border,party,default,same as saree,no
15017,Sarees,same as saree,default,small border,party,default,same as saree,yes
22913,Sarees,same as saree,default,small border,party,default,same as saree,yes
21543,Sarees,same as saree,solid,big border,party,jacquard,same as saree,yes
21543,Sarees,same as saree,solid,big border,party,jacquard,same as saree,yes
19341,Sarees,same as saree,solid,small border,party,default,same as saree,no
19341,Sarees,same as saree,solid,small border,party,default,same as saree,no
23358,Sarees,default,default,small border,party,default,same as saree,no
23358,Sarees,default,default,small border,party,default,same as saree,no
24877,Sarees,default,default,small border,party,default,same as saree,no
19673,Sarees,default,default,small border,party,default,same as saree,no
16897,Sarees,default,zari,big border,traditional,jacquard,zari woven,no
20253,Sarees,default,zari,big border,traditional,jacquard,zari woven,no
9295,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,no
9295,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,no
16840,Sarees,same as saree,temple border,small border,traditional,jacquard,woven design,yes
16840,Sarees,same as saree,temple border,small border,traditional,jacquard,woven design,yes
9333,Sarees,same as saree,zari,big border,traditional,default,default,no
9333,Sarees,same as saree,zari,big border,traditional,default,default,no
22056,Sarees,same as saree,zari,big border,daily,tassels and latkans,same as saree,no
22056,Sarees,same as saree,zari,big border,daily,tassels and latkans,same as saree,no
16578,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,yes
16578,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,yes
21652,Sarees,same as border,zari,small border,party,jacquard,zari woven,yes
21652,Sarees,same as border,zari,small border,party,jacquard,zari woven,yes
13716,Sarees,same as saree,zari,big border,daily,default,default,no
9444,Sarees,same as saree,zari,big border,daily,default,default,no
18944,Sarees,same as saree,solid,small border,traditional,default,zari woven,no
9499,Sarees,same as saree,solid,small border,traditional,default,zari woven,no
25108,Sarees,same as saree,temple border,small border,party,jacquard,woven design,no
25587,Sarees,same as saree,temple border,small border,party,jacquard,woven design,no
17079,Sarees,same as saree,zari,small border,party,jacquard,woven design,yes
17079,Sarees,same as saree,zari,small border,party,jacquard,woven design,yes
13141,Sarees,same as border,default,small border,party,default,same as saree,no
13141,Sarees,same as border,default,small border,party,default,same as saree,no
17274,Sarees,same as saree,woven design,big border,daily,tassels and latkans,default,no
22487,Sarees,same as saree,woven design,big border,daily,tassels and latkans,default,no
22989,Sarees,same as saree,woven design,big border,daily,tassels and latkans,same as saree,no
17665,Sarees,same as saree,woven design,big border,daily,tassels and latkans,same as saree,no
23147,Sarees,same as border,zari,small border,daily,jacquard,zari woven,yes
17600,Sarees,same as border,zari,small border,daily,jacquard,zari woven,yes
23162,Sarees,solid,zari,big border,traditional,jacquard,default,no
23162,Sarees,solid,zari,big border,traditional,jacquard,default,no
23822,Sarees,solid,zari,big border,party,jacquard,zari woven,no
20426,Sarees,solid,zari,big border,party,jacquard,zari woven,no
17965,Sarees,same as saree,solid,small border,party,jacquard,woven design,yes
17965,Sarees,same as saree,solid,small border,party,jacquard,woven design,yes
23000,Sarees,same as border,zari,big border,traditional,jacquard,zari woven,no
23000,Sarees,same as border,zari,big border,traditional,jacquard,zari woven,no
9803,Sarees,same as border,default,small border,party,default,same as saree,no
9803,Sarees,same as border,default,small border,party,default,same as saree,no
14054,Sarees,default,zari,big border,traditional,jacquard,default,no
19445,Sarees,default,zari,big border,traditional,jacquard,default,no
19234,Sarees,same as border,zari,big border,traditional,jacquard,zari woven,no
24559,Sarees,same as border,zari,big border,traditional,tassels and latkans,zari woven,no
19661,Sarees,same as border,default,small border,party,tassels and latkans,same as saree,no
19534,Sarees,same as border,zari,big border,traditional,jacquard,same as saree,no
25281,Sarees,same as border,woven design,big border,traditional,tassels and latkans,same as saree,no
19407,Sarees,same as saree,woven design,small border,daily,default,same as saree,no
19480,Sarees,default,woven design,big border,traditional,jacquard,zari woven,no
19399,Sarees,same as saree,zari,small border,traditional,tassels and latkans,same as saree,no
19210,Sarees,same as border,zari,big border,traditional,jacquard,default,no
19623,Sarees,same as border,zari,small border,traditional,tassels and latkans,same as saree,no
19167,Sarees,same as saree,zari,big border,traditional,default,default,no
25300,Sarees,solid,zari,big border,traditional,tassels and latkans,same as saree,no
25168,Sarees,same as border,zari,small border,traditional,default,zari woven,no
24850,Sarees,same as saree,solid,small border,daily,tassels and latkans,default,yes
19050,Sarees,default,zari,big border,traditional,jacquard,same as saree,no
17152,Sarees,same as border,zari,big border,traditional,tassels and latkans,zari woven,no
17826,Sarees,same as saree,temple border,small border,traditional,default,zari woven,no
17763,Sarees,solid,zari,big border,traditional,jacquard,zari woven,no
17747,Sarees,same as saree,solid,small border,wedding,default,zari woven,no
17499,Sarees,same as border,zari,big border,wedding,jacquard,zari woven,no
17498,Sarees,same as border,zari,small border,party,jacquard,zari woven,no
17225,Sarees,solid,zari,small border,traditional,default,same as saree,no
17205,Sarees,same as border,zari,big border,traditional,jacquard,default,no
17069,Sarees,same as saree,zari,big border,daily,tassels and latkans,default,no
17947,Sarees,same as border,zari,big border,traditional,jacquard,zari woven,no
17067,Sarees,default,zari,big border,party,jacquard,same as saree,no
17031,Sarees,same as border,zari,small border,traditional,tassels and latkans,zari woven,no
17008,Sarees,default,default,small border,party,default,default,no
16972,Sarees,same as saree,woven design,small border,daily,default,same as saree,no
16922,Sarees,default,zari,big border,traditional,jacquard,same as saree,no
16890,Sarees,same as border,zari,big border,party,tassels and latkans,zari woven,no
16869,Sarees,default,woven design,small border,daily,jacquard,same as saree,no
17924,Sarees,same as saree,temple border,small border,traditional,jacquard,woven design,no
18010,Sarees,same as border,zari,big border,traditional,tassels and latkans,zari woven,no
18897,Sarees,same as saree,zari,small border,wedding,tassels and latkans,same as saree,no
19710,Sarees,same as border,woven design,small border,daily,default,same as saree,no
18820,Sarees,default,default,small border,party,default,default,no
18813,Sarees,default,zari,small border,traditional,jacquard,default,no
18758,Sarees,same as border,zari,big border,traditional,jacquard,same as saree,no
18642,Sarees,same as saree,woven design,big border,daily,default,same as saree,no
18497,Sarees,same as saree,woven design,no border,party,jacquard,zari woven,no
18436,Sarees,default,zari,small border,daily,default,same as saree,no
25421,Sarees,same as saree,woven design,small border,wedding,default,same as saree,no
18419,Sarees,same as saree,woven design,big border,traditional,default,default,no
25562,Sarees,default,zari,big border,party,jacquard,default,no
18264,Sarees,same as border,default,small border,party,default,same as saree,yes
18150,Sarees,same as border,zari,big border,party,tassels and latkans,same as saree,no
18134,Sarees,same as saree,temple border,small border,party,default,same as saree,no
18129,Sarees,same as saree,default,small border,traditional,default,zari woven,no
18113,Sarees,same as saree,zari,big border,daily,default,default,no
24425,Sarees,same as border,temple border,big border,daily,jacquard,zari woven,no
18063,Sarees,same as border,woven design,small border,daily,default,zari woven,no
25167,Sarees,same as border,zari,small border,traditional,jacquard,same as saree,no
20528,Sarees,default,zari,big border,traditional,jacquard,zari woven,no
19738,Sarees,same as saree,zari,big border,party,tassels and latkans,default,no
19804,Sarees,same as saree,zari,small border,daily,default,default,no
25633,Sarees,default,no border,small border,party,default,same as saree,no
24031,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,yes
23042,Sarees,default,zari,big border,party,jacquard,default,no
22942,Sarees,default,default,small border,party,default,same as saree,no
22669,Sarees,solid,zari,big border,party,tassels and latkans,zari woven,no
22637,Sarees,same as saree,woven design,small border,party,jacquard,zari woven,no
24224,Sarees,same as border,zari,big border,party,jacquard,default,yes
22580,Sarees,default,zari,big border,traditional,jacquard,default,no
24955,Sarees,same as border,zari,big border,party,tassels and latkans,default,no
22485,Sarees,same as saree,default,small border,party,default,same as saree,no
24246,Sarees,solid,zari,big border,party,jacquard,default,no
22160,Sarees,same as saree,zari,big border,traditional,jacquard,same as saree,no
24748,Sarees,same as border,zari,big border,party,tassels and latkans,zari woven,yes
24720,Sarees,solid,zari,small border,daily,tassels and latkans,same as saree,no
16815,Sarees,same as saree,solid,small border,traditional,default,zari woven,no
22132,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,yes
24968,Sarees,same as border,solid,small border,traditional,default,same as saree,no
24799,Sarees,same as saree,solid,small border,party,default,zari woven,no
23068,Sarees,same as border,zari,small border,party,default,zari woven,no
23089,Sarees,same as border,temple border,small border,daily,jacquard,zari woven,yes
23406,Sarees,default,default,small border,party,default,same as saree,no
23913,Sarees,solid,temple border,big border,party,jacquard,zari woven,no
23907,Sarees,same as border,zari,small border,daily,jacquard,same as saree,no
23801,Sarees,default,no border,no border,traditional,jacquard,zari woven,no
23794,Sarees,same as border,zari,big border,party,jacquard,same as saree,no
23697,Sarees,same as saree,default,big border,traditional,default,default,no
23576,Sarees,same as border,default,small border,party,tassels and latkans,same as saree,no
23523,Sarees,default,no border,no border,traditional,jacquard,zari woven,no
23354,Sarees,default,default,big border,traditional,default,same as saree,no
23159,Sarees,solid,default,small border,party,tassels and latkans,same as saree,no
23331,Sarees,default,zari,big border,traditional,jacquard,zari woven,no
